expo_family,expo_subfamily,exposure,child_sex,Term,Overlap,P.value,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
phenol,paraben,aver_2_cat_BUPA,Female,"Cholesterol, HDL",56/357,1.49668677970052e-06,4.68007307753906e-05,2.13870643233327,28.6848796901166,RAB3C;MAML2;USP34;PTPRM;HNMT;CMIP;LOXL2;HHAT;KYNU;CLEC1B;ERC2;NINL;ANKS1B;RBFOX1;CLUL1;GRID2;RBFOX3;PAQR5;GRID1;PDE4D;RUNX2;NUP93;TGFBR3;PALLD;OAS3;SIK3;MAPKAP1;IL20RA;CLEC16A;ITPR1;C15ORF41;CACNA1D;NPAS3;CTIF;ERBB4;EPB41L2;SNX25;CMYA5;CFAP69;PTCHD4;CSMD1;NTNG1;DNAH11;SYT1;SAMD4A;FAH;MYO1D;MFHAS1;DLG2;PDE10A;OSTM1;TNFSF4;DLC1;CLNK;EIF3H;FBN1
phenol,paraben,aver_2_cat_BUPA,Female,Bone Density,16/73,0.000211021737320615,0.00273273149830197,3.18923860519786,26.9922785131952,SPAG16;PRDM6;PRKCE;CACNA1D;CKAP5;HDAC9;NAALADL2;TGFBR3;FAM155A;C7ORF76;ERBB4;DLC1;FSIP1;CSMD1;CTNNBL1;SPTBN1
phenol,paraben,aver_2_cat_BUPA,Female,Hip,35/202,1.59159209725868e-05,0.00031709411783846,2.39511560682778,26.4616938067811,WDR25;CSRNP3;COL13A1;TENM4;TAMM41;CHD7;TMTC2;PTPRM;CACNA1D;PTPRG;NPAS3;SPTLC1;C10ORF107;PSD3;ASCC3;CSMD1;PRKG1;PACRG;COL24A1;DTNB;AUTS2;DNAJC5B;KCNB2;PDE4D;MAGI2;MED13L;BCR;LRFN2;DLG2;LMX1A;PARD3;KCNS3;KCNMA1;GALNTL6;FSIP1
phenol,paraben,aver_2_cat_BUPA,Female,Echocardiography,44/273,9.59607453427993e-06,0.000207115275364875,2.20075206210577,25.427833623972,RAB3B;SHC4;SCHIP1;COL12A1;CHD7;PSEN2;NOL4;GLIS1;HK2;CDH6;STK31;LIMA1;CTIF;IL18RAP;KIAA1328;ABLIM3;ERBB4;CSMD1;EDIL3;PLXNA4;RBFOX1;KLF12;PRKCE;KCNB2;LMO3;TMEM132B;PDE4D;MAGI2;ARHGEF38;CACNA2D4;PLXDC2;AIG1;ARHGAP24;LMBRD1;DLG2;PDE10A;PAPPA;GPD2;POLR3G;RGS12;ROR2;UTRN;DNASE1L3;CNIH3
phenol,paraben,aver_2_cat_BUPA,Female,Lipids,18/87,0.000189512391426662,0.00258335312523712,2.96564947339995,25.4187481442806,TDRKH;MAGI1;KLF12;RBFOX3;SYT1;XRCC4;FRMPD1;CD180;PLCL2;SEZ6L;FHIT;PTPRG;PDE10A;CLNK;CSMD1;PLXNA4;ANKS1B;RGS7
phenol,paraben,aver_2_cat_BUPA,Female,Insulin Resistance,13/58,0.000643998837235356,0.00667182795375829,3.27830753353973,24.0883928025236,SRPK2;TSSC1;TRRAP;ITPR1;ANK2;CACNA1D;SEZ6L;ASB7;C9ORF3;GALNTL6;BCAT1;CSMD1;PFKP
phenol,paraben,aver_2_cat_BUPA,Female,Exercise Test,14/68,0.000997134117448262,0.00860859121396999,2.94244802423241,20.3341556896894,SPAG16;VAV3;SCHIP1;MIR99AHG;VPS13B;RYR3;PBLD;NPAS3;EPS8;WRN;KCNS3;ROS1;CSMD1;OPCML
phenol,paraben,aver_2_cat_BUPA,Female,Insulin,17/89,0.000749399335957716,0.00693194385760887,2.68208152286365,19.300898469736,CCBE1;TSSC1;TRRAP;PANK1;WIPF1;ULK4;ITPR1;AIG1;RUNX2;PALLD;RNF217;ASB7;KIF1B;ME3;BCAT1;PRKG1;PFKP
phenol,paraben,aver_2_cat_BUPA,Female,Body Weight,34/216,0.000151377224125297,0.00230627653226188,2.13182676796228,18.7509847311163,PPP1R37;HDAC4;MCTP1;USP34;CHD7;ADAM22;PTPRM;FHIT;BICD1;HDAC9;THSD4;NPAS3;GPR176;ATXN1;SCFD2;ERBB4;CMYA5;CSMD1;KCMF1;PDHX;RBFOX3;SYT1;GRID1;LRBA;PLEKHA5;LRPPRC;NUP93;TBC1D1;DLG2;WDR60;SMOC1;EXOC4;CNTN3;GALNTL6
phenol,paraben,aver_2_cat_BUPA,Male,Hematocrit,9/61,1.3806955459875e-05,0.00120120512500913,7.16943535188216,80.2284053868501,PACRG;EML6;DPP6;FRAS1;BRE;TMPRSS6;DLGAP1;FAM19A5;AGPAT4
phenol,paraben,aver_2_cat_BUPA,Male,Creatinine,9/92,0.000359660512333168,0.00969217377997022,4.48454242501923,35.5639909876719,MSRA;RBFOX1;GRM4;WDR37;PHACTR1;DLGAP1;FRMD4A;MYO16;OPCML
phenol,paraben,aver_2_cat_BUPA,Male,Waist-Hip Ratio,9/93,0.000389915037125239,0.00969217377997022,4.43092705167173,34.780923881553,VAV3;PACRG;GMDS;BBX;KCNAB1;CTNNA2;CSMD3;BTNL2;OPCML
phenol,paraben,aver_2_cat_BUPA,Male,Body Mass Index,26/437,2.17681515818784e-05,0.00126255279174894,2.66866470085883,28.6482826034191,ATL2;ITPR1;NRXN3;AGAP3;ADARB2;IQGAP2;MTMR7;ARHGAP22;AKAP13;ADAMTS2;DPP6;MTHFD1L;BBX;DLGAP1;CTNNA2;C2ORF61;FAM19A5;OPCML;PACRG;TRAPPC9;FRAS1;RIT2;NRG3;GDNF;PLCH1;CNTN4
phenol,paraben,aver_2_cat_BUPA,both_sexes,Myocardial Infarction,18/229,1.58392266716997e-05,0.00231252709406815,3.47297378367029,38.3868521425223,MIR99AHG;LRP5;WWP2;CDKAL1;FOXN3;EXT1;SDK1;STOX2;FAM155A;CDH4;DLG2;MBP;DIP2C;PDZRN3;TRPM3;MAD1L1;ADAMTS6;PCMTD1
phenol,paraben,aver_log2_ETPA,Male,Body Height,102/385,6.6665106056939e-07,0.000191995505443984,1.82226115681562,25.9143742263806,GALNT16;LDLRAD3;KNDC1;CMIP;GRIP1;CEP250;TP63;RGS6;TNS1;MAGI1;COL27A1;ZBTB38;PRKCA;ANK1;SPATA13;KCNQ3;TRIM14;KLRF2;ATF7;ZNF678;FREM1;DGKH;FBN2;L3MBTL3;NTM;PRDM15;ITPR1;CACNA1B;CYP19A1;LTBP1;ADAMTS10;STK3;IGSF21;ADAP2;C19ORF35;DYM;HMGXB3;PTCH1;ABCA4;TBCD;NUP153;FOXN3;MCC;ARHGAP26;ESR1;PBX1;LRP1B;EXT1;LIN28B;CDK6;UST;ITGBL1;CRYL1;FGF12;SLC2A4RG;ROBO2;BNC2;MAST4;PCSK5;SIPA1L3;MYOM3;SYNE1;NIPBL;DIRC3;ANKRD6;ARHGEF10;SLC13A3;PDE4D;ITPK1;PTGR1;VAV1;ETV6;NCOR2;CATSPERB;DDAH1;PALLD;COL6A5;DOCK2;EXOC2;GAS7;OPRD1;TNXB;CATSPER4;DOT1L;KIAA1211;AKAP6;EGFR;EHBP1;FGD4;FAM184A;GNA12;CBR4;JAZF1;TUB;WWOX;GABBR2;PPP1R14C;EYA1;PLEKHA5;CABLES1;LAMB1;TNRC6B
phenol,paraben,aver_log2_ETPA,both_sexes,Diabetic Nephropathies,13/36,4.46272541555184e-05,0.00206029156684643,4.79790047941809,48.0613646223044,CARS;ABCC4;DNAH11;CERS6;LIMK2;NRXN3;NTN1;MARCH11;FAM134B;CHN2;MYO5B;KCNMA1;SMYD3
phenol,paraben,aver_log2_ETPA,both_sexes,Creatinine,26/92,2.01254788544468e-06,0.000278737882134088,3.35668014434155,44.0265827652016,DNAH7;CELF2;COL11A2;ASAP1;CACNA1C;GATA3;FOXO3;FHIT;NPAS3;STK3;GRM4;KIF21B;SMYD3;PRKG1;BCAS3;SLC37A1;KIAA1549L;ADAM10;SYT14;NAALADL2;ISG20;MSRA;NR5A2;FMNL2;CNTN1;SHANK2
phenol,paraben,aver_log2_ETPA,both_sexes,"Lipoproteins, VLDL",24/86,6.25468683698731e-06,0.000577516084615162,3.29596350353714,39.4928262632885,KLHL29;ABCC4;EHF;SEMA3C;MYO10;SEMA6D;MAPKAP1;MIR99AHG;LRBA;HSPA4L;PLCL2;NRXN3;UBR3;LTBP1;LRP1B;PARP8;DNM3;CACNB2;FGD4;DLG1;KCNMA1;ZNF385B;SUCLG2;CASC15
phenol,paraben,aver_log2_ETPA,both_sexes,Body Mass Index,85/437,1.95177628927382e-08,5.40642032128849e-06,2.0833356634753,36.9832515071134,MTCH2;VIPR2;MEGF11;GALNT18;XYLT1;NUCKS1;LDB3;LDLRAD4;ADARB2;PTPRG;AKAP13;FAM178B;ADAMTS2;CCND3;KCNT1;ZSCAN31;KCNT2;FAM174A;PSD3;ITGAX;FAM53B;ERC1;ATXN7L1;ANKS1B;UNC13C;BCAS3;PACRG;DST;GRID1;SEMA6D;RRAS2;CDKAL1;MR1;NAALADL2;PDGFRL;VWA8;DNM3;COL4A2;BDNF-AS;ADAM12;TTLL11;PIGL;CTXN3;DGKI;SOX2-OT;FTO;NLGN1;SLC20A2;EPAS1;ATL2;NRXN3;BAZ2B;FHIT;LPP;MTMR7;NPAS3;FGD4;DPP6;GBX1;CHN2;ABL2;CAMTA1;EMC8;MAP2K5;EVC2;OSBPL9;KLHL29;WWOX;LRBA;PCGF3;PLEKHA5;RASSF8;MCC;TPD52L1;ARHGAP26;ESR1;MEIS2;LRP1B;ABHD12B;EXT1;SLC6A6;PPP2R2C;TNIP3;GALNTL6;CPEB3
phenol,paraben,aver_log2_ETPA,both_sexes,Hematocrit,17/61,0.000139015106517431,0.00350065313684803,3.2820670995671,29.1478014408064,PACRG;TMPRSS6;PRKCE;GRIK4;CELF5;PRKAG2;CACNA1C;HK1;C4ORF22;EXT2;ACOXL;DPP6;MECOM;BRE;TFR2;CHN2;PHACTR2
phenol,paraben,aver_log2_ETPA,both_sexes,Coronary Artery Disease,43/205,8.77620692469134e-06,0.000607752329534876,2.2679470695382,26.4067651763649,RBM47;SH2D4A;DOCK9;MEGF11;CELF2;NRXN3;DCAF5;CELSR2;FHIT;HDAC9;BACH2;C6ORF195;PTPRG;RIMS1;ABLIM2;INPP5D;PEBP4;ST3GAL4;CAMTA1;SMYD4;KCNN3;SRGAP3;FAM83B;ZNF783;WWOX;KIRREL;SVOP;EBF1;KIAA1462;FNDC3B;IL16;SORCS2;DEF6;LRRC20;SH3RF3;TANC1;COL4A2;PPP2R2C;PPAP2B;KIAA1456;UST;LGR5;VGLL4
phenol,paraben,aver_log2_ETPA,both_sexes,Elbow,18/72,0.000395896148409531,0.007310882207296,2.8313482610767,22.1817976910486,CNTNAP2;ABCC4;PRKDC;NTM;PRPF40B;PRDM1;ADARB2;JAKMIP1;GATA2;CRNKL1;CLCN1;GCK;LOH12CR1;CASP6;PRDM16;COL6A5;CENPP;CTHRC1
phenol,paraben,aver_log2_ETPA,both_sexes,Body Weight,42/216,7.23392180536815e-05,0.00250474542510872,2.06004154549231,19.6407330308019,FTO;CNTNAP2;EHF;BNC2;EPAS1;PRKDC;CHD7;ADAM22;PTPRM;LDLRAD4;LPP;LTBP1;FHIT;HDAC9;THSD4;NPAS3;CCND3;CALCR;ZMIZ1;CHN2;LINC-PINT;ERC1;UNC13C;WWOX;UVRAG;SLC37A1;ARL15;KCNH7;GRID1;LRBA;CACNA2D3;PLEKHA5;RASSF8;SYN3;TPD52L1;VWA8;NR5A2;PPP2R2C;BDNF-AS;GALNTL6;DOCK1;SOX2-OT
phenol,paraben,aver_log2_ETPA,both_sexes,"Diabetes Mellitus, Type 2",20/86,0.00053722912621964,0.0086556187766171,2.57467377639052,19.3849399656645,FTO;NOTCH2;ST6GAL1;TPK1;PTPRM;CDKAL1;PRKCA;PEPD;ARHGAP26;SORCS2;HDAC9;CMIP;PLB1;PTPRG;HIPK2;PEX5L;SETBP1;KCNQ1;RBMS1;JAZF1
phenol,paraben,aver_log2_ETPA,both_sexes,Myocardial Infarction,43/229,0.000136884465981563,0.00350065313684803,1.97263352723427,17.5492842461763,PRR5;NLGN1;SLC35F3;MEGF11;PLOD1;CELSR2;FHIT;CMIP;NPAS3;AKAP13;CDH4;ACOXL;CALCR;HMCN2;PLCG2;CDH23;PHACTR3;PHACTR2;SOX6;ANKS1B;ARNT2;WWOX;ARL15;RASL10B;MIR99AHG;CACNA2D3;MTUS1;CDKAL1;SYT14;PAX5;WIPI2;NAV2;AIG1;SULF2;EXT1;UTS2B;MSRA;BACE2;KCNMA1;CNTN1;ZMYND11;DOCK2;MAD1L1
phenol,paraben,aver_log2_ETPA,both_sexes,Stroke,52/289,9.29196647593172e-05,0.00285986079314788,1.87491341526956,17.4062747754043,CNTNAP2;EHF;FRMPD1;GRIK4;ADARB2;PEPD;BACH2;PITPNC1;PSD3;PHACTR2;PRKG1;BCAS3;EBF1;CDKAL1;NAV2;SPTB;NAALADL2;CACNB2;DAAM1;MSH2;NME7;ZNF831;ZNF555;DOCK2;DOCK1;FAM71F1;NTM;TEX101;UBR3;CACNA1C;AK5;GATA2;PDS5A;NOL4;LTBP1;FHIT;HDAC9;KRT85;FGD4;CHN2;COBLL1;ERI3;PLCG2;OTOG;CAMTA1;SRGAP3;EGLN3;DTNBP1;DCDC2;ATP2B2;KIF26B;SSBP3
phenol,paraben,aver_log2_ETPA,both_sexes,Body Height,66/385,5.4636746364003e-05,0.0021620541061184,1.77178499974781,17.3897223099895,COLGALT2;BNC2;SLC35F3;DOCK9;CHD7;XYLT1;PCSK5;SIPA1L3;CMIP;GPHN;CASP6;KYNU;DIRC3;PRKG1;TP63;RGS6;ARHGEF10;COL27A1;SLC2A13;ITPK1;MAGI2;PRKCA;SLC39A12;SYN3;SORCS2;NCOR2;DNM3;NR5A2;PAPPA;TRIM14;ATF7;COL6A5;DOCK2;VAC14;NLGN1;TNXB;NTM;DOT1L;SLC1A1;JAKMIP1;TMEM163;LTBP1;STK3;FGD4;DCDC2C;ADAMTS17;CDH22;GNA12;SMYD3;JAZF1;WWOX;SMAD3;PTCH1;KIAA1549L;PLEKHA5;TBCD;MCC;ARHGAP26;EFR3B;ESR1;LRP1B;EXT1;LIN28B;KIF26B;UST;CRYL1
phenol,paraben,aver_log2_ETPA,both_sexes,"Cholesterol, LDL",53/304,0.000183963892481575,0.00424649985144969,1.80382346582662,15.5142726552413,C2ORF43;CNTNAP2;WWC2;ADK;RORA;CELF6;PTPRK;CELSR2;PIK3C2B;DPYSL2;KYNU;PSD3;TP63;ANKS1B;TLE2;CERS6;FBXW8;MAGI2;CACNA2D3;MTUS1;PRKCA;CACNA2D4;GPD2;GCSAML;ATF6;SDC4;HSPA4L;COL11A2;IL20RA;BAZ2B;LPP;FHIT;MTMR7;PKHD1;ST3GAL4;APOE;KLHL29;UVRAG;DNAH11;OSBPL6;LRRN2;DTNBP1;ARHGAP28;PLEKHA7;SYT17;ARHGAP32;TFCP2;PROC;DIAPH3;NOVA1;CCDC7;FRK;DFNA5
phenol,paraben,aver_log2_ETPA,both_sexes,Blood Pressure,71/454,0.000506568359484975,0.0086556187766171,1.58559400115873,12.0312514695878,CPM;CNTNAP2;DOCK4;BNC2;SLC35F3;FRMPD1;ULK4;WWC2;PRKAG2;PCSK5;GPHN;RPTOR;PREX1;MECOM;PHACTR3;ERC1;TNS3;SBF2;PRKG1;CSGALNACT1;ITPK1;HUNK;UBE2E2;SYN3;NAALADL2;CACNB2;FAM101A;MPPED1;MAP1B;ADAM12;RBM20;AMPH;TSNARE1;SHANK2;SKAP2;CASZ1;SEMA3C;AOAH;FOXO3;JAKMIP1;NT5C2;FHIT;HDAC9;THSD4;NWD2;FCHO1;CHN2;CTNNA1;CAMTA1;KCNN3;CDH26;CASC15;JAZF1;WWOX;ACBD6;SMAD3;DTNBP1;NFATC2;SYT14;ATP2B2;PTPN14;PML;PLEKHA7;LRP1B;ENOX1;C4ORF22;FMNL2;NOVA1;KIF26A;COL9A1;GALNTL6
phenol,paraben,aver_log2_MEPA,Female,Insulin,14/89,3.18157520508016e-06,0.000636315041016032,5.10780626780627,64.6552968801603,HERPUD2;THRB;TRRAP;ULK4;ADAM10;ANK1;KALRN;CAPZB;KIF26B;CDH23;HOMER3;SASH1;KCNK3;TNRC6B
phenol,paraben,aver_log2_MEPA,Female,Fibrinogen,12/86,5.45649627229457e-05,0.00545649627229457,4.42490786240786,43.4354203253044,SLC44A3;CDH4;CNTN5;SGIP1;FAM184A;IQSEC1;ANGEL1;KCNMA1;NLRP3;CAMTA1;PLCH1;PROM1
phenol,paraben,aver_log2_MEPA,Male,Coronary Artery Disease,64/205,1.30569468676228e-06,0.000381262848534585,2.14591541896506,29.0745258926127,DENND1B;DOCK9;DCAF5;CELSR2;SPTLC1;PEBP4;DLGAP1;MACROD2;ANKS1A;RGS7;BCAS4;CARD10;IL4R;SVOP;DDX56;MKL1;FNDC3B;C10ORF11;IL16;ACSL3;HNF1A;SORCS2;TANC1;FNDC1;COL4A2;PCCA;COL4A1;PPAP2B;KIAA1456;HHIPL1;ASTN2;PHLDB2;VGLL4;PRIM2;NRXN3;C9ORF72;PAPSS1;C10ORF90;TMEM245;ABLIM2;STK35;INPP5D;ST3GAL4;CAMTA1;KCNN3;CTNNA2;ASIC2;ARSB;ZNF783;WWOX;KIRREL;SORBS2;DNAJC13;MYO16;LRRC20;SH3RF3;TMEM233;GDNF;PPP2R2C;DLC1;ZNF813;DCHS1;LGR5;FGFR1
phenol,paraben,aver_log2_MEPA,Male,Coronary Disease,28/82,0.000230217732201029,0.00865265637890784,2.43905646769335,20.4307200013951,DOCK6;FTO;DENND1A;STAB2;NRXN3;NLRC5;FMN2;CELSR2;PAPSS1;EDC4;SAMM50;CAMTA1;E2F4;SLC12A9;KLHL29;WWOX;TCF7L2;ZFHX3;SMAD3;DTNB;XRCC5;TPRG1;ACTN1;TFEB;KAZN;PARVB;SORCS3;PDE10A
phenol,paraben,aver_log2_MEPA,Male,Body Height,100/385,2.16905762635751e-05,0.00211121608965465,1.66153688314353,17.8426342479423,SH3GL3;XYLT1;KNDC1;NR3C1;ANTXR1;CMIP;GRIP1;EVA1A;ENPP2;CEP250;FAM65B;THSD7A;RGS6;TNS1;PRKCG;ACVR1;COL27A1;ZGPAT;PRKCB;ZBTB38;PRKCA;ANK1;BCR;PAPPA;SPATA13;TRIM14;PARPBP;PDXDC1;NTM;ITPR1;SLC1A2;CACNA1B;WDR61;LTBP1;RHOBTB1;RAP1B;IGSF21;ADAMTS17;CDH22;SERPINH1;NPHP4;SMYD3;CPA6;MPDZ;LHPP;SMAD3;KLHL25;SMURF1;TBCD;NEB;FOXN3;ARHGAP26;FLI1;NFKB1;DLG2;GDNF;XKR6;TNFAIP8;C2CD2;DOCK9;SLC6A2;PCSK5;SIPA1L3;BAI1;DIRC3;DIS3L2;ARHGEF10;CAMK1D;VWF;TRPC4;PDE4D;ITPK1;MKL1;NRG1;SORCS2;SUPT3H;NCOR2;ARHGAP10;CATSPERB;MYO3B;DDAH1;ARHGEF1;DOCK2;OPRD1;VAC14;TNXB;DOT1L;ARFRP1;RAB40C;DCDC2C;WWOX;KIAA1549L;LAMB1;MYO1D;FMNL3;PDE10A;TRIM39;ATP13A2;PPIL6;TNRC6B
phenol,paraben,aver_log2_MEPA,Male,Body Weight,60/216,0.000130813296054067,0.00636624707463125,1.81458425967097,16.2255397005466,NRP1;EHF;ATP8A2;FLT1;LDLRAD4;FMN2;BICD1;TSPAN11;TGM1;ZMIZ1;BBX;THSD7A;RBFOX3;KCNH7;ABCC5;RBM19;KAZN;NRG2;NUP93;NRG3;MYO3B;DNAJC6;EXOC4;DOCK1;PPP1R37;FTO;HDAC4;ZCCHC6;LAMA2;EPAS1;PRKDC;DNAH6;PPM1H;ASAP2;LPP;LTBP1;THSD4;NPAS3;WDR70;SCFD2;CHN2;CMYA5;CTNNA2;ASIC2;MDN1;WWOX;TCF7L1;ATRNL1;CDC7;HELZ;DUPD1;TPD52L1;NFKB1;MYO1B;DLG2;PPP2R2C;NFIB;SMOC1;GZF1;CCDC171
phenol,paraben,aver_log2_MEPA,Male,Stroke,76/289,0.000130626045122297,0.00636624707463125,1.68530423734821,15.0719655562784,EHF;PID1;ZAK;STAB2;GRIK4;FMN2;CMAHP;ADARB2;SHB;SHF;UBASH3B;CREB3L2;PSD3;PIP4K2A;CAPN3;DIP2A;KIRREL3;NOM1;ACSL1;TRPC4;STARD9;NSMCE2;ANXA13;CDKAL1;FRMD4A;NRG1;NAV2;NRG2;SPTB;REXO4;AIM1;PCCA;CRAMP1L;SPATA13;ASTN2;DOCK2;DOCK1;PDZRN4;CD44;KRT82;MFI2;NTM;ATP10A;ZNF23;CACNA1C;LTBP1;JAKMIP3;PAPSS1;SNX29;TMEM245;CNNM1;CHN2;MGAT5;ERI3;PLCG2;ANO10;CAMTA1;PSMF1;GPR156;ASIC2;TBC1D16;JAG2;RAP1GAP2;DNAH12;EGLN3;KCNB1;DTNBP1;MICAL2;ATP2B2;MYO16;FAM155A;DLG2;NFIB;NFIC;TAF4;SSBP3
phenol,paraben,aver_log2_MEPA,Male,Body Mass Index,106/437,0.000237059078874187,0.00865265637890784,1.51481636835706,12.6444769621997,CYFIP1;GALNT18;XYLT1;LDLRAD4;ADARB2;GALNT10;EVA1A;BBX;ATXN7L1;THSD7A;FAM19A5;PDE8A;KIRREL3;RBFOX3;SEMA6D;SFMBT2;COL23A1;CDKAL1;NUP93;ADCY9;COL4A2;ADAM12;ELMO1;ROR1;TTLL11;ASTN2;FTO;PPP1R37;EPAS1;STXBP4;ITPR1;IQGAP2;KALRN;LPP;GLIS1;NPAS3;ARHGAP22;STK33;DPP6;SCFD2;CMYA5;CAMTA1;ASIC2;LRRC4B;STRA6;OSBPL9;KLHL29;ZFHX3;NDFIP1;NFATC1;CDC7;HELZ;TRAPPC9;FOXN3;ARHGAP26;FLI1;DAB1;GDNF;CCDC88C;MNAT1;PINX1;LDB3;FMN2;ITGAE;ADAMTS2;PSD3;DLGAP1;RALGPS1;PACRG;VWF;NRG2;NRG3;MYO3B;ARHGEF3;SLC20A2;LAMA2;WDR45B;DNAH6;PPM1H;NRXN3;ADCY3;C15ORF41;ATP10A;ASAP2;C10ORF90;ARVCF;CHN2;MGAT5;TIFA;SLIT3;CTNNA2;OPCML;WWOX;KDM4C;RFTN1;CCK;TPD52L1;MPP7;FAM155A;MYO1B;PPP2R2C;ZGLP1;SMOC1;TNIP3;NCAPD3;GZF1
phenol,paraben,aver_log2_MEPA,both_sexes,Stroke,51/289,1.83718340002535e-09,4.59295850006338e-07,2.83758257638315,57.0780648912479,VIT;CNTNAP2;EHF;CMAHP;ADARB2;BACH2;SHF;CREB3L2;CAPN3;KIRREL3;FRMD4A;AIM1;DAAM1;PALLD;SPATA13;LPAL2;PLCB1;BCAT1;DSCAML1;DOCK1;L3MBTL4;GRIA1;GUCY2D;HLF;NTM;TEX101;ATP10A;ZNF23;LTBP1;AGER;HDAC9;JAKMIP3;GLRA1;TMEM245;ATXN1;CUX1;COBLL1;CAMTA1;PSMF1;SRGAP3;ASIC2;TRPM3;TBC1D16;JAG2;RAP1GAP2;MICAL2;ATP2B2;HS3ST4;MYO16;KIF26B;TAF4
phenol,paraben,aver_log2_MEPA,both_sexes,Coronary Artery Disease,38/205,5.53884221646157e-08,6.92355277057697e-06,2.99668665532214,50.0713234245427,DOCK9;ATP10D;NRXN3;PTN;C9ORF72;CELSR2;HDAC9;BACH2;PARK2;C6ORF195;C10ORF90;TMEM245;ABLIM2;STK35;ST3GAL4;CAMTA1;DLGAP1;FYN;SRGAP3;ANKS1A;ASIC2;RGS7;WWOX;RBFOX1;ZBTB16;SEZ6L;SORCS2;MYO16;TANC1;MRAS;COL4A2;GDNF;KIAA1456;PECAM1;HHIPL1;DCHS1;MCTP2;PHLDB2
phenol,paraben,aver_log2_MEPA,both_sexes,Longevity,9/32,0.000303853675867609,0.00690576536062747,5.08805414964327,41.2079689236732,CARS;CDH4;COL5A1;AKR1B15;ZNF516;TSC2;NRDE2;MAD1L1;ST3GAL3
phenol,paraben,aver_log2_MEPA,both_sexes,Coronary Disease,18/82,1.61257920167015e-05,0.000602202974642906,3.67212861679605,40.5222719047207,KLHL29;WWOX;RBFOX1;ZFHX3;SMAD3;DTNB;TPRG1;NRXN3;SORCS3;SEZ6L;CELSR2;BACH2;DNM2;EDC4;KIF26B;CAMTA1;E2F4;MCTP2
phenol,paraben,aver_log2_MEPA,both_sexes,Insulin,19/89,1.44578310764142e-05,0.000602202974642906,3.54524818401937,39.5092183916226,WWOX;TSSC1;TRRAP;ITPR1;SORCS2;PARK2;SH3RF1;PALLD;MAP2;KIF26B;STAT4;CDH23;HOMER3;ME3;FYN;FAT3;EPHB2;BCAT1;KCNK3
phenol,paraben,aver_log2_MEPA,both_sexes,Body Weight Changes,9/34,0.000498774356478608,0.00831290594131014,4.6805049088359,35.5875486196569,GRIA1;KLHL29;DCC;KCNS3;MAGI2;NRXN3;SLC16A7;PLCB1;MTMR7
phenol,paraben,aver_log2_MEPA,both_sexes,Triglycerides,39/244,1.95585739982212e-06,0.000122241087488882,2.50206163952757,32.8888043282322,VIT;HDAC4;EHF;NOTCH4;NTM;GLIS3;ITPR1;JMJD1C;F13A1;PTN;PLA2G6;CPLX2;CELSR2;LPP;LTBP1;AFF1;ZMIZ1;COBLL1;SUSD4;CAPN3;FYN;SRGAP3;DIP2C;DLGAP2;SLC12A8;RGS7;IFITM10;RBFOX3;EDN3;PCDH9;GRID1;SPNS2;MAGI2;ARHGAP26;HS3ST4;BACE2;DAB1;DSCAML1;XKR6
phenol,paraben,aver_log2_MEPA,both_sexes,Platelet Count,12/54,0.000361322655708834,0.00752755532726738,3.71910450757956,29.4766524429755,MRAS;COL24A1;CECR6;RPS6KA2;KCNQ1;MYOF;TPM1;JMJD1C;SORBS1;SLC6A1;ACAD10;PARK2
phenol,paraben,aver_log2_MEPA,both_sexes,Lipoproteins,15/79,0.000437693752899387,0.00781595987320334,3.05364216549296,23.6168412890748,RNF43;SLC22A3;SLC44A3;PTPRN2;CTNND2;NTM;SLC22A2;SYNE3;ATXN1;LPAL2;FLVCR2;CSMD2;SLC39A1;WDFY4;KCTD16
phenol,paraben,aver_log2_MEPA,both_sexes,Myocardial Infarction,34/229,4.20657327101608e-05,0.00116849257528225,2.28620582367906,23.0364433838013,MAML2;ATP8A1;LUZP1;CTNND2;PRDM15;LRP5;CELSR2;AKAP13;GRIN2A;CDH4;ATXN1;CUX1;CDH23;PHACTR3;C9ORF171;MBP;NCAM1;SOX6;DIP2C;FAM19A5;TRPM3;TMEM132D;WWOX;COL26A1;PRKCB;DCC;MICAL2;PAX5;LHFPL2;TARBP1;BACE2;MTL5;ROR1;MAD1L1
phenol,paraben,aver_log2_MEPA,both_sexes,Body Mass Index,56/437,1.68616832900014e-05,0.000602202974642906,1.93815366987756,21.3012135060934,VIT;CTNND2;GRIK1;ADARB2;PARK2;AKAP13;FAM178B;ADAMTS2;KCNT1;BBX;DLGAP1;FAM19A5;KIRREL3;RBFOX3;GRID1;VWA8;ADCY9;COL4A2;ADAM12;ROR1;MCTP2;WDFY4;CREB5;PPP1R37;LAMA2;ITPR1;NRXN3;ATP10A;BAZ2B;PTN;LPP;SLC7A2;GNAI1;MTMR7;C10ORF90;DPP6;ATXN1;CAMTA1;SLIT3;ASIC2;STRA6;OPCML;KLHL29;WWOX;ZFHX3;PCDH9;ST8SIA1;PCGF3;FAM189A1;TRAPPC9;ARHGAP26;SLC6A6;DAB1;GDNF;KCNS3;PLCH1
